TITLE,COMPANY_NAME,LOCATION,QUALIFICATIONS,SKILLS,JOBTYPE,,,,
Data Analyst,Osool Consultancy,"Hyderabad, Telangana","['Minimum 5 years of experience with Microsoft Power BI', 'Bachelor’s degree in analytical field (preferred) Computer Science, Business Management, Data Analytics, Information Systems, Mathematics, and Statistics.']","['data analysis', 'Python', 'Excel', 'statistical methodologies', 'communication skills', 'Strong analytical skills.', 'mathematical skills.', 'business intelligence', 'verbal and written skills', 'data management', 'BI/Data Visualization', 'dashboards.', 'SQL', 'analytical techniques', 'Looker', 'graphs', 'modeling', 'Tableau', 'reporting', 'querying', 'dashboards', 'pay attention to detail', 'R', 'data analysis techniques', 'diagrams', 'database software', 'data collection', 'workflows.']",['Full-time'],,,,
Data Analyst 2,PayPal,"Hyderabad, Telangana","['Bachelor’s degree or higher in a quantitative field (Business, Math, Economics, Finance, Statistics, Science, Engineering) Minimum of 2-3 years of experience in the risk domain associated with payments, fintech, banking or the ecommerce industry Experience with technical tools such as SQL, Python, Tableau Our Benefits']","['hands on analytics', 'stats', 'analytics', 'data science', 'strategic thinking', 'number sense', 'Communication', 'story-telling.']",,,,,
Data Business Analyst,Cybersapient,"Hyderabad, Telangana",,"['data analysis', 'SQL queries', 'SQL.', 'communication skills', 'data mapping']",,,,,
Data Scientist 1,PayPal,"Hyderabad, Telangana","['Minimum of 3-4 years of experience in the risk domain associated with payments, fintech, banking or the ecommerce industry Experience with technical tools such as SQL, Python, Tableau Our Benefits', 'Bachelor’s degree or higher in a quantitative field (Business, Math, Economics, Finance, Statistics, Science, Engineering)']","['data science', 'story-telling.', 'analytics', 'number sense', 'stats', 'hands on analytics', 'Communication', 'strategic thinking']",,,,,
Jr Data Analyst | Jr Data Scientist,AIBridge ML,"Hyderabad, Telangana",['0 - 2 years):'],"['mathematical and statistical skills', 'libraries in Python', 'SQL', 'Development and enhancement experience of machine learning', 'Python', 'statistical models.', 'R']",,,,,
"Analyst, Index Operations (Data Scientist)",Intercontinental Exchange,"Hyderabad, Telangana","['2-3 years of relevant work experience Preferred Qualifications', 'Undergraduate degree, preferably in Math or Technology.']","['machine learning techniques', 'written and verbal communication skills', 'predictive analytics techniques', 'machine learning models', 'Python', 'Microsoft Excel.', 'data visualization skills in Python', 'Good organizational skills', 'Structured Query Language']",,,,,
Data Scientist,Cyient,"Hyderabad, Telangana",,"['algorithmic', 'mining', 'statistical', 'visualization']",,,,,
Data Scientist,PepsiCo,"Hyderabad, Telangana","['6+ years of experience in reliably and efficiently developing predictive models', 'Advanced R or Python programming']","['machine learning platform', 'ML & Predictive analysis', 'machine learning models', 'Spark.', 'machine learning frameworks', 'PyTorch', 'XGBoost', 'random forest models', 'pro-actively working with client’s data/ IT teams to resolve issues', 'solid analytical ability', 'machine learning pipelines', 'statistical & machine learning modeling', 'Keras', 'SnowFlake data platform', 'machine learning', 'AWS', 'PPT', 'proactive communication', 'libraries', 'Excel', 'scikit-learn', 'communication skills', 'Python']",,,,,
Data Scientist,Aganitha AI,"Hyderabad, Telangana",,"['Python programming', 'Deep learning and classical ML methods', 'Knowledge mining AI/ML Ops', 'PyTorch/TF NLP', 'Modular']",,,,,
Data Scientist,Avantao Technologies pvt ltd,"Hyderabad, Telangana","['5-8 years of experience in quantitative analytics or data modeling', ""Bachelor's degree or equivalent experience in a quantitative field (Statistics, Mathematics, Computer Science, Engineering, etc."", '5 years of experience in a programming languages', '5 years of experience in Search engine algorithms and BOTS At least 5-8 years of experience in image restoration']","['Analyze raw, broken, damaged images', 'algorithms', 'scale', 'Data science', 'Deep understanding of predictive modeling', 'Azure', 'Document validation', 'data', 'Python', 'document extraction.', 'learning', 'agility.', 'machine learning', 'clustering and classification techniques', 'R']",['Full-time'],,,,
Data Scientist II,f5,"Hyderabad, Telangana",,"['data analyst', 'Strong interpersonal skills', 'machine learning models', 'good listener.', 'SQL', 'building and deploying machine learning models', 'Strong analytical skills', 'Python', 'Self-motivated']",,,,,
"Associate, Data Scientist, Consumer Banking & Core Engine",DBS Bank,"Hyderabad, Telangana",['2-10 years of experience of using machine learning techniques'],"['statistics', 'written and verbal', 'Gradient boosting', 'positive attitude', 'analytics and modeling', 'communication skills', 'Python', 'building decision trees', 'SQL Proactive', 'PySpark', 'problem-solving skills', 'Machine learning.', 'mathematical modeling', 'Random Forest']",['Full-time'],,,,
Junior Data Scientist,Soothsayer Analytics,"Hyderabad, Telangana","['Junior Data Scientist', 'Bachelors in computer science, applied mathematics, or equivalent. 1 year of experience across one or more of the following disciplines', '1 year experience with scripting languages']","['Pattern Recognition', 'NoSQL', 'Visualization Software Education', 'Pig', 'Machine Learning', 'Perl', 'data warehousing', 'Amazon Web Services', 'software engineering', 'Cascading', 'Data engineering', 'machine learning', 'NLP', 'machine learning algorithms', 'MapReduce/Hadoop', 'Bash', 'Hive', 'Ruby', 'R', 'analytics', 'manipulating large structured or unstructured datasets', 'SQL', 'Python', 'Statistical Techniques', 'large-scale analytics and algorithms', 'Data Science', 'data presentation', 'Elastic MapReduce', 'machine learning tools']",,,,,
Junior Data Scientist,Risk Edge Solutions,"Hyderabad, Telangana",['B Tech from a premier institute 1-3 Years of experience in AI / ML Understanding of Statistics'],"['ML / DL models', 'SQL databases', 'Decision Forests', 'Git', 'kNN', 'machine learning techniques and algorithms', 'Cassandra', 'SVM', 'MongoDB', 'supervised, unsupervised and semi-supervised models', 'data visualization tools', 'AWS', 'Docker', 'Google Cloud', 'Analyze Data', 'HBase', 'R', 'AI-explanability', 'Python', 'D3.js', 'GGplot']",,,,,
Manager - Data Scientist,PepsiCo,"Hyderabad, Telangana","['6-7 years of hands-on data science, model building']","['data scientist', 'Data science', 'leadership', 'Captive analytics', 'attribution analytics', 'statistical techniques', 'analytics consulting']",,,,,
Data Science Analyst,PepsiCo,"Hyderabad, Telangana","['4 – 7 years of overall experience that includes at least 4+ years of hands-on work experience data science / Machine learning', 'Minimum 4+ year of SQL experience Experience']","['database query languages', 'MLOps framework', 'statistical programming languages', ', maximum likelihood estimators', 'machine learning models', 'version control systems', 'DevOps and Machine Learning', 'Analytics/Data Science', 'negotiation and decision-making skill', 'Machine Learning', 'Pig', 'regression', 'Machine Learning models', 'Programming Skills', 'Azure Machine Learning Services', 'cloud service providers', 'big data technologies', 'Artificial Intelligence', 'statistical skills', 'Exceptional analytical and problem-solving skills', 'Kubeflow', 'Exploratory data Analysis', 'Azure Machine Learning', 'AI', 'statistical tests', 'DevOps/MLOps', 'Data Science', 'Azure Pipelines', 'ML', 'supervised and unsupervised models.', 'Analytics toolsets', 'GitHub', 'SQL Statistics', 'Hive', 'R', 'ML/AI', 'MLFlow', 'Microsoft Azure', 'communication skills', 'CI/CD environment.', 'Python', 'statistical/ML models.', 'CI/CD tools', 'big analytics toolsets', 'Spark', 'DevOps']",,,,,
Data & Applied Scientist,Microsoft,"Hyderabad, Telangana","['Bachelor of Science degree in quantitative fields such as Engineering, Computer Science, and Statistics or 4+ years of equivalent work experience.']","['Databricks', 'Program Management', 'Data science', 'developing and deploying ML models', 'Software Development', 'SQL', 'Azure Data Lake', 'modeling techniques', 'Hive', 'Spark', 'PowerBI', 'SAP ECC, OER, IBP modules', 'supply chain analytics', 'Azure Machine Learning', 'Data Science', 'Data Engineering', 'SQL-on-Azure instance', 'R/Python']",,,,,
ML Engineer,vSplash Techlabs,"Hyderabad, Telangana","[""Bachelor's or Master's degree in Computer Science, Statistics, Mathematics, or related field 2+ years of experience in developing and implementing machine learning models."", 'at least 2 years of experience in developing and implementing machine learning models.', ""a Bachelor's or Master's degree in Computer Science, Statistics, Mathematics, or related field""]","['feature engineering', 'problem-solving skills', 'developing and deploying AI-ML solutions in production environments', 'artificial intelligence', 'Tensor Flow', 'data visualization', 'Keras', 'machine learning', 'highly skilled and motivated', 'Java', 'C++', 'AI-ML models', 'AWS', 'leadership', 'machine learning algorithms', 'PyTorch Experience', 'data pre-processing', 'cloud platforms', 'Google Cloud Platform', 'Azure', 'Python', 'data exploration']",,,,,
ML Engineer,Saras Analytics,"Hyderabad, Telangana","['Bachelor’s or master’s degree in computer science, Statistics, or related field.']","['Transformers', 'PyTorch.', 'CNNs', 'NLP and deep learning', 'Llama', 'RNNs', 'developing and deploying large-scale ML models.', 'working with large datasets', 'data science or machine learning', 'LLMs', 'data analysis', 'R', 'building and training Large Language Models', 'Convolutional Neural Networks', 'GPT-3 or other language models', 'Pandas.', 'SQL', 'Python', 'Recurrent Neural Networks', 'TensorFlow']",,,,,
Machine Learning (ML) Engineer / Sr. Engineer,Anblicks,"Hyderabad, Telangana",,"['Matplotlib', 'OpenCV', 'Scikit learn', 'data management', 'Mentor', 'VGG16', 'Data Cleaning', 'Machine Learning Algorithms', 'Machine Learning', 'RNN', 'Hierarchical NLP models', 'BERT', 'git', 'NLTK', 'Data warehousing', 'QuickSight', 'Snowflake', 'JIRA', 'Random Forest Classifier', 'python libraries', 'YOLO', 'Fast CNN', 'ResNet', 'Tableau', 'Support Vector Machine Unsupervised/Clustering algorithms', 'GRU Deep Learning', 'azure / aws', 'AWS', 'Nave Bayes', 'Linear Regression', 'Seaborn', 'ImageNet', 'version control tools', 'Logistic Regression', 'Pipeline building and operationalization of ML models using MLOPs', 'cloud platforms', 'ETL', 'TensorFLow', 'Count Vectorization', 'Tf-idf and processing JSON, XML, CSV files', 'DBSCAN', 'parallel computing and distributed systems', 'LSTM', 'Pandas', 'Plotly', 'Numpy', 'KNN', 'Decision Tree Classifier']",['Full Time'],,,,
ML Engineer,Squalas,"Hyderabad, Telangana",,"['data science', 'CI-CD pipelines', 'ML framework', 'Scrum master']",,,,,
Software Engineer,Microsoft,"Hyderabad, Telangana",,"['OSS', 'java', 'C#', 'architecture.', 'Azure/Cloud', 'ChatGPT', 'developing low latency systems.', 'OAI models', 'python', 'Azure Machine Learning', 'ML platforms', 'Docker', 'leadership', 'Kubernetes', '.NET', 'distributed computing', 'collaboration skills', 'architecture and high scale', 'high throughput, low latency inferencing.', 'Good communication']",,,,,
Jr.Data Scientist / ML Engineer,AppsTek Corp,"Hyderabad, Telangana","['2+ years’ experience working as ML Engineer Knowledge of', 'Experience: 2+ Years']","['math skills', 'Prometheus', 'sklearn', 'Problem-solving aptitude', 'Pytorch', 'Visualizations', 'SQL', 'Tensorflow', 'Python', 'machine-learning', 'statistical modeling', 'Containers & Monitoring tools', 'Data Preprocessing', 'data mining', 'Data Science', 'supervised, unsupervised, reinforcement learning', 'Kubernetes', 'R']",,,,,
AI Engineer,Deloitte,"Hyderabad, Telangana","['Bachelor’s in computer science (CS), Computer Engineering (CSEE), or related STEM field and/or equivalent professional experience.', 'BS/MS. in Computer Science (CS), Computer Engineering (CSEE), Electrical Engineering (EE), or related/relevant STEM degree with three or more years of experience supporting HPC and AI focused technologies.']","['Linux Shell/CLI', 'TCP/IP networking fundamentals', 'Go.', 'IP subnets', 'provisioning', 'version control systems.', 'Terraform', 'CI/CD processes', 'Agile Methodology', 'Docker.', 'Pytorch', 'Puppet', 'critical thinking', 'RDMA technologies.', 'problem-solving skills.', 'resource management systems', 'Helm', 'programming/scripting', 'GIT', 'DNS', 'routes.', 'ArgoCD', 'verbal communication', 'AI Data Science Projects', 'leadership', 'configuration management tools', 'Chef', 'Bash', 'Kubernetes', 'Python', 'Ansible', 'TensorFlow']",,,,,
Senior Engineer - AI/ML/Data Scientist,Fission Labs,"Hyderabad, Telangana",['4 to 10 years of experience in building AI models with NLP and data engineering.'],"['machine learning models', 'feature engineering techniques.', 'NLP.', 'PyTorch', 'Kubernetes.', 'Scikit-Learn.', 'data preprocessing', 'big data technologies', 'parallel processing', 'cloud-based machine learning platforms', 'algorithms', 'NLTK.', 'machine learning concepts', 'containerization', 'Docker', 'cleaning', 'spaCy', 'develop AI models and algorithms', 'Google Cloud ML Engine.', 'Strong analytical and problem-solving skills', 'AWS SageMaker', 'distributed computing', 'communication skills', 'feature engineering.', 'Python', 'Hadoop.', 'machine learning techniques and tools', 'data ingestion', 'natural language processing techniques', 'Spark', 'TensorFlow', 'statistical methods.']",,,,,
DATA & AI Engineer,OSV solutions Private Limited,"Hyderabad, Telangana",['Bachelor’s degree in computer science or AI Experience in applying AI to practical and comprehensive technology solutions.'],"['data science', 'Sequence models', 'Deep Learning', 'regression', 'RNN', 'classification techniques', 'Recommender Systems', 'Supervised Learning', 'strong conceptual understanding of Responsible AI, principles & tools', 'REST API development', 'ML/AL models', 'AI', 'machine learning', 'Cloud environments Minimum 3 Years of Experience.', 'Unsupervised Learning', 'GRU', 'Econometric models', 'Exploratory Data analysis', 'Reinforcement Learning', 'NoSQL design', 'Strong conceptual knowledge', 'CNN', 'GAN', 'LSTM', 'RDBMS design', 'clustering techniques', 'Hypothesis testing']",['Full-time'],,,,
"Software Engineer Python, Machine Learning/AI",Truedge Software Solutions,"Hyderabad, Telangana",,"['Design and develop ML algorithms using Python & toolkits', 'Python programming', 'Strong quantitative and analytical skills', 'AI/ML libraries/toolkits.', 'Self-motivated', 'ML/AI Models', 'Computer Science', 'Python.']",,,,,
Machine Learning AI Platform Engineer,Accenture,"Hyderabad, Telangana",['Work Experience :8-10 years Work location'],"['Technical Experience', 'Good in verbal, Written communication.', 'Good in Team Handling', 'PySpark Professional Attributes', 'authoring pipelines via SQL', 'Strong Programming skill in Python for Data ETL activities', 'Use of Python as Data Science tool kit', 'Knowledge of Statistics: hypothesis testing,regression', 'science', 'End to end knowledge of Life Cycle of ML Model', 'Hands on experience in Python', 'Ability to derive insights from analytical and ML models', 'analytics', 'deep learning', 'Product Leadership', 'Expertise in Python to deploy ML and Advanced analytics models', 'neural networks', 'natural language processing.', 'Infrastructure:Hadoop and Hive,MySQL,Oracle,Vertica and automating analyses']",,,,,
Sr Machine Learning Engineer,ServiceNow,"Hyderabad, Telangana","[""3 years and a Master's degree"", ""5+ years of related experience with a Bachelor's degree"", 'PhD without experience']","['Design Patterns', 'unit testing, profiling', 'Java', 'code tuning', 'AI/ML', 'Python', 'Machine Learning', 'OOP', 'object-oriented', 'analytical tools']",,,,,
Machine learning Engineer,Anblicks,"Hyderabad, Telangana",,"['OpenCV', 'data cleaning', 'feature engineering', 'data collection', 'Python', 'machine learning', 'pandas', 'training models', 'visualizing and manipulating big datasets', 'scikit-learn']",,,,,
Natural Language Processing (NLP) AI Platform Engineer,Accenture,"Hyderabad, Telangana",['Work Experience :8-10 years Work location'],"['coding ability', 'Technical Experience', 'retrieval libraries', 'Python/R', 'ML data mining toolkits', 'Analyze data', 'natural language processing.', 'NLTK', 'NLP', 'statistical algorithms', 'Semantic Web', 'statistical modeling', 'Good in Team handling 15 years of full time education', 'R', 'Good in communication', 'Lucene/SOLR', 'deep learning', 'Build predictive models', 'neural networks', 'data mining']",,,,,
Sr.Software Engineer II,Concentrix,"Hyderabad, Telangana",,"['IVR and Speech Domain', 'FS in large projects', 'CCXML', 'VoIP', 'SIP', 'MRCP', 'multi-tasking skills', 'Visio', 'Crucible', 'SCXML', 'Angular', 'REST Web Services', 'Java scripting', 'Telecom and Network protocols', 'UML tools.', 'multi-threading, inter process communication', 'NLU', 'JIRA', 'DLD', 'C++ programming skills', 'Sharepoint', 'MS Word', 'TTS', 'Power point.', 'scripting.', 'NLP', 'Strong communication', 'Fisheye', 'Confluence', 'VXML', 'IVR & speech applications', 'Strong analytical and troubleshooting skills', 'Excel', 'GRXML', 'React framework', 'scripting language', 'HLD', 'ASR', 'TCP/IP', 'IVR or CTI or Speech or Voice Based technology.']",['Remote'],,,,
NLP Engineer,Mashinga,"Hyderabad, Telangana",['Exp – 2 to 4 years Have you been working on NLP system'],"['question answering', 'text analysis', 'comprehension.']",,,,,
Lead AI Engineer,Techolution,"Hyderabad, Telangana","[""Bachelor's or Master's degree in Computer Science, Engineering, or a related field."", 'A Ph.D. in a relevant discipline is a plus Proven experience (6+ years) working as an AI Engineer, Machine Learning Engineer, or similar role']","['fine-tune AI models', 'feature engineering', 'machine learning and deep learning frameworks', 'data processing', 'AI algorithms', 'deploying AI models', 'PyTorch', 'data preprocessing', 'deep learning frameworks', 'cloud-based or distributed systems', 'understanding of data preprocessing', 'machine learning', 'NLP', 'Image Processing', 'leadership', 'technical skills', 'Strong analytical and problem-solving skills', 'machine learning techniques', 'Information Extraction', 'Python programming', 'guidance and mentorship', 'Text annotation', 'guidance in AI-related projects', 'Computer Vision', 'communication skills', 'deep learning', 'technical leadership', 'expertise in AI algorithms', 'model evaluation techniques', 'TensorFlow']","['Full-time', 'Full time Responsibilities']",,,,
Machine Learning Engineer,Wavelabs Technologies,"Hyderabad, Telangana",['3+ years of work experience'],"['Pylint', 'refactoring techniques', 'model training', 'Git', 'problem-solving skills', 'NumPy', 'Deep understanding of data structures', 'XGBoost', 'Data Visualisation', 'positive attitude', 'Bitbucket', 'self-motivated', 'pycodestyle', 'Visual Studio Code', 'GCP', 'technical depth', 'algorithms', 'PyCharm', 'Feature Engineering', 'AWS', 'pydocstyle', 'control tools', 'Exploratory Data Analysis', 'Scikit-learn', 'collaboration skills', 'communication', 'EDA', 'Python', 'Machine Learning libraries', 'Pandas', 'Machine learning', 'Dockerizing the model', 'Black']",['Full-time'],,,,
NLP Expert,nslhub,"Hyderabad, Telangana",['B.Tech (Computer Sciences)'],"['modelling.', 'Thinking Conceptual Clarity Analytical Skills', 'PyTorch', 'statistics', 'Scikit-Learn.', 'Java.', 'NLP techniques for text representation', 'Scikit-Learn', 'Django', 'Gitlab Git', 'Keras', 'Feature Engineering.', 'data structures', 'Tensorflow/PyTorch Algorithm', 'Java', 'Fire-in-the-belly Collaboration', 'Docker', 'classification algorithms.', 'Good Communication Skills', 'Exploratory Data Analysis (EDA)', 'Leadership', 'MongoDB Elastic Search', 'Python', 'Flask', 'Unit Testing Big Data Scala Hadoop', 'semantic extraction techniques']",,,,,
Data science engineer (Artificial intelligence),Eclature Technologies,"Hyderabad, Telangana","['experience of minimum of 4+ years.', 'experience of 5+ years']","['ML algorithms', 'K-Means', 'convex optimization', 'DL, NN) algorithms', 'Azure ML components', 'Lucene', 'EMR', 'feature engineering', 'Bayesian Network', 'MxNet', 'Tensorflow', 'facilitation', 'collaboration.', 'Machine Learning', 'H2O AI.', 'Python & Shell scripting', 'NLP & OCR', 'Naive Bayes', 'AI / DL frameworks', 'Decision Tree', 'building production quality data foundation.', 'client facing skills', 'Pytorch', 'Neural Network', 'Caffe. CNTK', 'devising/enhancing machine learned', 'Data / AI Engineering', 'SVM', 'Machine Learning techniques', 'Keras', 'Boosting', 'Rekognition', 'data acquisition', 'Logistic Regression', 'transfer learning.', 'Ensembler Classifiers', 'deep learning Good Programming skills in C', 'processing / transformation', 'R. D) AI', 'Theano', 'Computer Vision', 'communication', 'Python', 'data mining', 'Speech Recognition', 'scripting', 'Random Forest', 'Spark', 'AWS Sagemaker / Libraries']",,,,,
Product Development Engineer - Machine Learning,Phenom People,"Hyderabad, Telangana","['1 years of industry experience PhD/MS/BTech in computer science, information systems, or similar technical field']","['data science', 'data processing', 'Machine Learning', 'statistics', 'Scala', 'mathematics', 'Hadoop', 'machine learning algorithm', 'engineering skills', 'Deep Learning Experience', 'Kafka', 'machine learning', 'Java', 'Data Science & Algorithms', 'NLP algorithms', 'probabilistic matching algorithms', 'information extraction', 'machine leaning', 'coding', 'Information Extraction', 'data analytics', 'Machine Learning Scientists', 'Python', 'Spark']",,,,,
AI Engineer,Huddl,"Hyderabad, Telangana",,"['Elasticsearch', 'Deep Learning', 'Tensorflow', 'Git', 'optimization methods', 'Machine Learning', 'PyTorch', 'Strong communication skills', 'clustering', 'NLP and ML techniques', 'information retrieval', 'classification', 'Artificial Intelligence', 'C/C++', 'Natural Language Processing', 'software engineering', 'easy going attitude', 'Spacy', 'Functional and Async Programming', 'NLP', 'Java', 'machine learning systems', 'extraction', 'Strong analytical and problem-solving skills', 'machine learning techniques', 'Computer Vision', 'Deep understanding of ML techniques', 'deep learning', 'Python', 'supervised and unsupervised techniques']",,,,,
Machine Learning Algorithm Engineer,Ceremorphic,"Hyderabad, Telangana",,"['scientific computing.', 'test design skills.', 'PyTorch', 'OpenCL', 'Deep Learning Frameworks', 'HW architecture', 'Data structures', 'debugging', 'MXNet', 'C/C++', 'numerical software.', 'machine learning', 'Deep Learning Algorithms', 'Python programming skills', 'performance analysis', 'good understanding for deep learning', 'numerical software', 'MXNet)', 'data analytics', 'parallel programming', 'deep learning', 'algorithms skills or experience.', 'Excellent programming', 'DL Frameworks', 'accelerators', 'TensorFlow', 'strong algorithmic background']",,,,,
Deep Learning Engineer,Aptagrim Consulting,"Hyderabad, Telangana","['Master’s degree in Statistics, Applied Mathematics, or a related discipline Professional Machine Learning & Deep Learning certifications']","['version control systems.', 'video analysis', 'image segmentation', 'TensorFlow', 'communication skills.', 'programming skills', 'PyTorch', 'RNN', 'Python development standards.', 'deep neural networks', 'object detection', 'computer vision', 'LSTM.', 'Keras', 'Convolution', 'Language modeling', 'image captioning', 'machine learning', 'NLP', 'statistics.', 'ML/ DL packages', 'Attention', 'Sequence modeling', 'Deep Learning using Convolutional Neural Networks', 'DL modeling', 'CNN', 'state-of-the-art DL concepts', 'deep learning', 'feature mapping.', 'Python', 'Recurrent Neural Networks', 'GPU/CUDA programming', 'image manipulation']",['Full-time'],,,,
Machine Learning Engineer,Mantras2Success consultants,"Hyderabad, Telangana",['B.Tech/B.E. - Computers; M.E./M.Tech - Computers  Location'],,['Full Time'],,,,
Manager Technology - Java Microservices,Publicis Sapient,India,['Experience: 10- 14 years Proposal and engineering Initiatives'],"['GC', 'Grafana', 'application profiling tools', 'distributed caching solutions', 'logging and Monitoring solutions', 'Mockito', 'object-oriented', 'JUnit test cases', 'BDD automation tools', 'AWS/GCP/Azure/', 'Microservices', 'mocking', 'Spring cloud', 'reactive programming models', 'event-driven solutions', 'lambdas', 'Yourkit', 'data structures.', 'Splunk', 'Memcache', 'problem-solving creativity', 'DML, modeling', 'JBehave', 'advanced libraries, algorithms', 'NoSQL', 'Testing & Performance engineering', 'Cucumber', 'blocking/non-blocking IO', 'GC tuning.', 'multithreaded models', 'cloud platforms', 'CI/CD Pipelines', 'ELK', 'EasyMock', 'Visual VM', 'Code Quality Plugins', 'Docker/Kubernetes', 'generics', 'RabbitMQ/', 'managed transactional scenarios', 'Springboot/', 'concurrency', 'Memory management', 'DDL', 'DBT', 'Redis', 'Cloud Services', 'PowerMockito', 'SQL-based DBs', 'streams', 'SOLID, and DRY principles', 'profiler', 'Java']",,,,,
Software Development Engineer 2 (SDE-2),Publicis Sapient,India,,"['GC', 'CEP', 'Grafana', 'Elastic Search', 'Logging/Monitoring solutions', 'Closures', 'cloud-formation', 'Moq', 'reverse proxies', 'Nancy', 'Sync/A-Sync', 'HTTPS/TLS', 'MSBuild', 'Vagrant', 'React', 'JWT', 'NLog', 'Micronaut', 'load-balancers', 'gRPC', 'RDBMS', 'Gulp', 'SAML', 'Azure', 'HTTP2', 'Terraform', 'distributed cloud design patterns', 'GCP', 'Restful APIs', 'Collections & Generics', 'Cloud Platforms', 'WebApi', 'Edge caching', 'Vaults', 'Mesos', 'Performance Tuning', 'Management Tools', 'logging frameworks', 'Spring Boot', 'String Manipulation', 'Mockito', 'Log4j', 'distributed tracing', 'distributed caching', 'CSS', 'Memcache', 'NoSQL', 'CI/CD pipeline infrastructure', 'ansible', 'Play', 'Symmetric/Asymmetric Cryptography', 'CQRS', 'Consensus algorithms', 'JMeter', 'Gradle', 'Maven', 'Asp.net MVC', 'Websockets', 'Event Sourcing', 'API Composition', 'Streams', 'NIO', 'Redis', 'containers', 'Java', 'Error Management', 'SOLR', 'Templates/Generics', 'Akka', 'Meteor', 'Mocks & Stubs', 'JMock', 'Data/Time Arithmetic', 'Flask', 'Endeca', 'Gatling', 'HTML', 'Lambdas', 'OAuth', 'ELK', 'technical skills', 'Spring Reactor/RX', 'PAXOS', 'Jenkins', 'messaging platforms', 'Docker', 'Java script', 'GraphQL', 'Blocking/Non-Blocking execution', 'MFA', 'Angular', 'CDNs', 'virtualization', 'Actor models', 'dashboards', 'SAGA pattern', 'API gateways', 'Exception handling', 'AWS', 'Bamboo', 'Koa', 'ProtoBuf', 'Splunk', 'proactive monitoring & alerting', 'Django', 'Functional Programming styles', 'DDOS', 'Memory Management', 'JMS/RabbitMQ/Kafka/Tibco/Camel', 'Multi-Threading', 'Aggregate services', 'Imperative', 'reactive programming', 'Key rotation', 'Container Orchestration']",,,,,
Intern,Reality AI,"Indiranagar, Bengaluru, Karnataka",,,['Intern'],,,,
Chemists/Engineers,Vasant Chemicals,"Jeedimetla, Hyderabad, Telangana",['B.Sc or B.Tech(Chem.Engg)'],,,,,,
Planning Engineer,Olous,"Jogeshwari, Mumbai, Maharashtra","['Experience:- 6 to 8yrs Must have experience in commercial projects as a Planning Engineer', 'of 6 to 8yrs in Commercial Projects as a Planning Engineer.']",,['Full-time'],,,,
Business Development Trainee,Skill Dunia,"Kondapur, Hyderabad, Telangana",,"['communication skills', 'self-motivated', 'out-of-the-box thinking', 'extroverted individuals', 'English']","['Full-time, Fresher, InternshipContract']",,,,
Developer,INFYSEC,"Korattur, Chennai, Tamil Nadu",['7 - 10 years Experience in AI'],"['Gazebo', 'path planning', 'software development', 'perception', 'C++', 'SLAM', 'control.', 'navigation']","['Full-time, Contractual / Temporary Salary']",,,,
ML Engineer,INFYSEC,"Korattur, Chennai, Tamil Nadu",['2-3 years Experience'],"['SLAM', 'UAV', 'control.', 'path planning', 'navigation']",['Full-time'],,,,
JR.Python Developer,MBR Informatics Pvt Ltd,"Madhapur, Hyderabad, Telangana",['Any bachelor degree [0-2 Yrs exp'],"['Python', 'Expertise in flask framework', 'JavaScript', 'statistical learning models', 'CSS3.', 'AI/ML Fundamentals', 'Python framework', 'Relational Mapper libraries.', 'fine-tune AI/ML-based algorithms.', 'Python developer', 'Django framework.', 'HTML5', 'Pytest', 'Python programming.', 'web application framework.', 'Python test framework tools']",['Full-time Benefits'],,,,
Sr Financial Analyst,Warner Bros. Discovery,"Madhapur, Hyderabad, Telangana",['5+ years’ experience in Finance function in FP&A department • Diversified experience in financial reporting'],"['modeling', 'detail-oriented', 'Microsoft Office', 'planning', 'SAP BPC', 'Self-motivated', 'strong analytical skills', 'communication skills', 'English • Great', 'Advanced Excel skills', 'Hyperion', 'Adaptive', 'Anaplan', 'forecasting']",,,,,
Technical Service Desk -1,Locuz Enterprise Solutions,"Madhapur, Hyderabad, Telangana",,"['Knowledge in Trouble shooting', 'Internet skills', 'Strong communication skillsBasic', 'MS Office.Inbound calling processProviding']",['Full-time'],,,,
Data Scientist,Tanla Solutions,"Madhapur, Hyderabad, Telangana",,"['concepts of statistics', 'Deep learning frameworks', 'data preparation techniques', 'Theoretical and intuitive understanding of ML/DL algorithms', 'AI-ML', 'model training', 'PyTorch', 'ML coding languages', 'handling large and/or highly skewed data', 'Keras', 'Data exploration tools', 'AI/ML algorithms', 'R', 'Sklearn', 'communication', 'Python', 'Machine learning', 'Pandas', 'Numpy']",,,,,
IoT Engineer,TechieYan Technologies,"Moosarambagh, Hyderabad, Telangana","['At least one year of experience in IoT and Embedded Systems development', ""Bachelor's or Master's degree in Electronics and Communication, Computer Science, Electrical Engineering, or related field Experience Required""]","['C/C++', 'version control tools', 'STM32', 'communication skills', 'Python', 'communication protocols', 'MQTT', 'Raspberry Pi', 'Python programming languages', 'TCP/IP', 'Arduino', 'HTTP']","['Full-time, Regular / Permanent']",,,,
